# private_paths_history_baseline.tsv -- ACCEPTED HISTORICAL DEBT: content a
# commit INTRODUCED, which every clone receives whatever the tree now says.
# sha<TAB>file<TAB>line-sha16<TAB>what.
# A TREE REPAIR NEVER SHRINKS THIS FILE. Only a history rewrite does, and
# that is a council act -- so a shrink here is a diff somebody must have ruled.
0476b6bb26cdf24116a7a941dd92948c597d938f	docs/QUEUE.md	7ab5d5683791d019	a path into a private-record repo
0476b6bb26cdf24116a7a941dd92948c597d938f	docs/QUEUE.md	770bc6404f8a0df4	a path into a private-record repo
0476b6bb26cdf24116a7a941dd92948c597d938f	docs/QUEUE.md	c58680a8cfa8f9c7	a path into a private-record repo
0476b6bb26cdf24116a7a941dd92948c597d938f	docs/QUEUE.md	860a8bb5bf35d7a8	a path into a private-record repo
06e88ecc0c96fd142c64ba3e5943675d7b60fc0d	Salt/MR/MRTPortDatum.lean	65f65c947991ce3d	a path into a private-record repo
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	ef6ffa60d1d9f68e	a path into a private-record repo
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	7b3d153aacf1fa53	a path into a private-record repo
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	5eb96ee51440baf3	a path into a private-record repo
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	ef6ffa60d1d9f68e	the kit run surface
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	7b3d153aacf1fa53	the kit run surface
0a23729905b6052ae5763968e9d0d30821c2fe5b	docs/sources/REFETCH.md	5eb96ee51440baf3	the kit run surface
0ba330d0c3cc52328929775a06c59052448ca354	Salt/MR/MRTPort.lean	29e04b52b092bb5c	a path into a private-record repo
0ba330d0c3cc52328929775a06c59052448ca354	Salt/MR/MRTPort.lean	65f65c947991ce3d	a path into a private-record repo
1029cec04a721ad906f62ff42f7145f2dae842c6	Salt/MR/MRTPort.lean	b95a2562f8679def	a path into a private-record repo
1029cec04a721ad906f62ff42f7145f2dae842c6	Salt/MR/MRTPort.lean	7c654a3d53b8fa2d	a path into a private-record repo
1029cec04a721ad906f62ff42f7145f2dae842c6	Salt/MR/MRTPort.lean	6fa54c6f1302edf3	a path into a private-record repo
1204594aca4923333676e5927b384d7d0938bfcd	docs/QUEUE.md	e0f19ec02678003b	a path into a private-record repo
1204594aca4923333676e5927b384d7d0938bfcd	docs/QUEUE.md	6d5cea81901b8bd3	a path into a private-record repo
16202e30f76ea07b223a10096213852f9c3a2103	docs/QUEUE.md	3e6c6e90d9e1a33e	a rootless path into the private record (briefs-/fleet-shape)
24e35cbcceec1fee48ab994fcfd4155e1236ae0d	docs/QUEUE.md	3953079dbac0d60e	a path into a private-record repo
24e35cbcceec1fee48ab994fcfd4155e1236ae0d	docs/QUEUE.md	8cf038855c616f6b	a path into a private-record repo
